game,achievement,description,achieved,unlocktime
PAYDAY 2,No Day for Sightseeing,Complete the Transport: Park job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Stroll in the Park,Complete the Transport: Park job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,The Little Heister That Could,Complete the Transport: Train Heist on the Normal difficulty or above. ,False,null
PAYDAY 2,Modern Train Robbers,Complete the Transport: Train Heist on the Hard difficulty or above. ,False,null
PAYDAY 2,Off the Rails,Complete the Transport: Train Heist on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Because of Training,Complete the Transport: Train Heist on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Midnight Ride's Over,Complete the Transport: Underpass job on the Normal difficulty or above. ,False,null
PAYDAY 2,Traffic Congestion,Complete the Transport: Underpass job on the Hard difficulty or above. ,False,null
PAYDAY 2,Hazy Heisters,Complete the Transport: Underpass job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Tunnel Vision,Complete the Transport: Underpass job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Valuable Ornaments,"Complete the Diamond Heist on the Normal difficulty or above. Unlocks the ""Tactical BDU"" outfit.",False,null
PAYDAY 2,Some Very Expensive Rocks,Complete the Diamond Heist on the Hard difficulty or above. ,False,null
PAYDAY 2,Costly Gems,Complete the Diamond Heist on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Precious Stones,Complete the Diamond Heist on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Shiny Pieces of Carbon,Complete the Diamond Heist on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Well Guarded Jewels,Complete the Diamond Heist on the Death Wish difficulty or above. ,False,null
PAYDAY 2,A Hard Won Price,Complete the Diamond Heist on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Blood Diamond,On the Diamond Heist secure the red diamond on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Dead Change,Steal from the Dead. ,False,null
PAYDAY 2,The Hunt for the Blue Sapphires,On the Diamond Heist find and pick up every sapphire outside the vault on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Walking the Dogs,Complete the Reservoir Dogs job on the Normal difficulty or above. ,False,null
PAYDAY 2,"Black Tie, White Noise",Complete the Reservoir Dogs job on the Hard difficulty or above. ,False,null
PAYDAY 2,Break out the Popcorn,Complete the Reservoir Dogs job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Parental Guidance Suggested,Complete the Reservoir Dogs job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Shot of Rabies,Complete the Reservoir Dogs job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,More Blood than Bullets,Complete the Reservoir Dogs job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Every Heister Has His Day,Complete the Reservoir Dogs job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,United We Heist,Complete the Reservoir Dogs job on the OVERKILL difficulty or above using only an Assault Rifle. ,False,null
PAYDAY 2,Get Off My Property,"On day 2 of the Reservoir Dogs job, keep the law enforcers from entering the warehouse until Twitch arrives with the escape van. ",False,null
PAYDAY 2,Pinky Swear,"On day 2 of the Reservoir Dogs job, escort Mr. Pink back to the warehouse within 60 seconds after rescuing him from the car on the Death Wish difficulty or above. ",False,null
PAYDAY 2,"Waste Not, Want Not","On day 1 of the Reservoir Dogs job, loot and secure all available bags of diamonds and jewelry in the Garnet Group boutique on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Close Shave,"On the Reservoir Dogs job, kill 92 special enemies with a Melee Weapon on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Sweet Talk the Teller,Complete the Brooklyn Bank job on the Normal difficulty or above. ,False,null
PAYDAY 2,Hard Crackin',Complete the Brooklyn Bank job on the Hard difficulty or above. ,False,null
PAYDAY 2,They Don't Make 'Em Like This Any Longer,Complete the Brooklyn Bank job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Hidden Treasures,Complete the Brooklyn Bank job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Layers of Copper,Complete the Brooklyn Bank job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Layers of Iron,Complete the Brooklyn Bank job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Brooklyn Battle,Complete the Brooklyn Bank job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,All the Gold in Brooklyn,"On the Brooklyn Bank Job escape with at least 12 bags of gold on the Very Hard Difficulty or above. Unlocks the ""Alces"" mask and the ""Canis Lupus"" mask.",False,null
PAYDAY 2,Obsessive Opening,"On the Brooklyn Bank Job open at least 30 deposit boxes and all 3 ATMs on the OVERKILL difficulty or above. Unlocks the ""Felis Lynx"" mask and the ""Ursus Maritimus"" mask.",False,null
PAYDAY 2,Animal Kingdom,"On the Brooklyn Bank job, complete the heist while you and your four man crew are wearing one different Brooklyn Bank animal mask each on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,"One More Down, No More To Go","Complete all contracts on the Death Sentence difficulty with the One Down mechanic activated. Unlocks ""The One Down Skull"" mask.",False,null
PAYDAY 2,Crime.net Expert,Complete all of Bain's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Back in My Days,Complete all Classic contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Tell Me Why You Fall,Complete all Event contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Just an' Old Country Doctor,Complete all of Dentist's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,It Always Ends the Same,Complete all of Hector's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Home is Where the Battle is,Complete all of Jimmy's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Vernon's Shenanigans,Complete all of Locke's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Explosive Personality,Complete all of The Butcher's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Pleasure Doing Business With You,Complete all of The Continental's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,The Second Statesman,Complete all of the Elephants contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Vlad Will Sing You a Song,Complete all of Vlad's contracts on the Death Sentence difficulty. ,False,null
PAYDAY 2,Megalodon,Complete The Yacht Heist on the Death Sentence difficulty. ,False,null
PAYDAY 2,Seventh Nightmare,Complete the Safe House Nightmare job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Vlad's First Response Team,Complete the Aftershock job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Boreal Betrayal,Complete the Alaskan Deal job on the Death Sentence difficulty. ,False,null
PAYDAY 2,F Sharp,Complete The Alesso Heist on the Death Sentence difficulty. ,False,null
PAYDAY 2,Connoisseurs of the Fine Arts,Complete the Art Gallery job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Rich Man's World,Complete the Bank Heist: Cash job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Lockpicking Masters,Complete the Bank Heist: Deposit job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Nothing Glitters Like Gold,Complete the Bank Heist: Gold job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Hey, It Looks Like You are Robbing a Bank",Complete the Bank Heist: Random job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Bunker Buddies,Complete the Beneath the Mountain job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Size Does Matter,Complete The Big Bank job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Slick Heisting,Complete the Big Oil job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Pain Train,Complete The Biker Heist on the Death Sentence difficulty. ,False,null
PAYDAY 2,Theft From Above,Complete the Birth of Sky job on the Death Sentence difficulty. ,False,null
PAYDAY 2,EZ,Complete the Boiling Point job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Prepare to be Boarded,Complete The Bomb: Dockyard job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Make Like a Tree...and Get Out of Here,Complete The Bomb: Forest job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Once Upon A Time in the Old Neighborhood,Complete the Brooklyn 10-10 job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Layers of Steel,Complete the Brooklyn Bank job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Petrolhead,Complete the Car Shop job on the Death Sentence difficulty. ,False,null
PAYDAY 2,My Compliments to the Chef,Complete the Cook Off job on the Death Sentence difficulty. ,False,null
PAYDAY 2,An incident Over on Keel Street,Complete the Counterfeit job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Bad Code,Complete the Diamond Heist on the Death Sentence difficulty. ,False,null
PAYDAY 2,Cursed Wealth,Complete The Diamond job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Stealing and Dealing,Complete the Diamond Store job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Supporting Your Candidate,Complete the Election Day job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Some People Want to See the World Burn,Complete the Firestarter job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Bank on Me,Complete the First World Bank job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Four Heister Discount,Complete the Four Stores job on the Death Sentence difficulty. ,False,null
PAYDAY 2,An Artful Heist,Complete the Framing Frame job on the Death Sentence difficulty. ,False,null
PAYDAY 2,We Can Be Trusteed,Complete the GO Bank job on the Death Sentence difficulty. ,False,null
PAYDAY 2,GOTs!,Complete the Goat Simulator job on the Death Sentence difficulty. ,False,null
PAYDAY 2,The House Doesn't Always Win,Complete the Golden Grin Casino job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Thank You for Flying With OVERKILL Airline,Complete the Green Bridge job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Sticky Asphalt,Complete the Heat Street job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Yes, I Rather Like Hurting Other People, Thank You For Asking",Complete the Hotline Miami job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Hoxit,Complete the Hoxton Breakout job on the Death Sentence difficulty. ,False,null
PAYDAY 2,The UnSafe House,Complete the Hoxton Revenge job on the Death Sentence difficulty. ,False,null
PAYDAY 2,The_heister27,Complete the Jewelry Store job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Petty Crimes,Complete the Lab Rats job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Throwing a Tantrum,Complete the Mallcrasher job on the Death Sentence difficulty. ,False,null
PAYDAY 2,A Magnitude of Trouble,Complete the Meltdown job on the Death Sentence difficulty. ,False,null
PAYDAY 2,DIY EMP,Complete the Murky Station job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Shoot to the Beat,Complete the Nightclub job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Forceful Eviction,Complete the Panic Room job on the Death Sentence difficulty. ,False,null
PAYDAY 2,On the Edge of Madness,Complete the Prison Nightmare job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Exterminator,Complete the Rats job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Clowns to the Left of Me, Jokers to the Right",Complete the Reservoir Dogs job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Castle Doctrine,Complete the Safe House Raid on the Death Sentence difficulty. ,False,null
PAYDAY 2,By a Christmas Miracle,Complete the Santa's Workshop job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Casa de Palma,Complete the Scarface Mansion job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Operation: PayNight,Complete the Shadow Raid job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Lots of Pigs, But no Pigs",Complete the Slaughterhouse job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Christmas Greetings From Russia,Complete the Stealing Xmas job on the Death Sentence difficulty. ,False,null
PAYDAY 2,See You at the Crossroads,Complete the Transport: Crossroads job on the Death Sentence difficulty. ,False,null
PAYDAY 2,All The Noise and The Hurry,Complete the Transport: Downtown job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Logistics Fee,Complete the Transport: Harbor job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Urban Hiking,Complete the Transport: Park job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Gravy Train,Complete the Transport: Train Heist on the Death Sentence difficulty. ,False,null
PAYDAY 2,A Ride Through Foggy Bottom,Complete the Transport: Underpass job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Pretty Pretty Princesses,Complete the Ukrainian Job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Downtown Parking,Complete the Undercover job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Avoiding the Dog Pound,Complete the Watchdogs job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Drunk Flying,Complete the White Xmas job on the Death Sentence difficulty. ,False,null
PAYDAY 2,A Little Past Midnight,Complete the Cursed Kill Room job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Dead, Wrapped in Plastic",Complete the Cursed Kill Room job on the Normal difficulty or above. ,False,null
PAYDAY 2,Fast Track to Hell,Complete the Cursed Kill Room job on the Hard difficulty or above. ,False,null
PAYDAY 2,"If It Bleeds, Kill It",Complete the Cursed Kill Room job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Nowhere to Run,Complete the Cursed Kill Room job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Chaos Breeds Order,Complete the Cursed Kill Room job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Bain's Lament,Complete the Cursed Kill Room job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,All You Need is A Knife,Complete the Cursed Kill Room job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,First Nightmare,Complete the Safe House Nightmare job on the Normal difficulty or above. ,False,null
PAYDAY 2,Second Nightmare,Complete the Safe House Nightmare job on the Hard difficulty or above. ,False,null
PAYDAY 2,Third Nightmare,Complete the Safe House Nightmare job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Fourth Nightmare,Complete the Safe House Nightmare job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Compact Confrontation,Kill a Sniper from a distance of 40 meters with the Compact 40mm Grenade Launcher. ,False,null
PAYDAY 2,Human Sentry Gun,Kill 20 enemies with a Light Machine Gun while using the bipod without un-deploying. ,False,null
PAYDAY 2,Denied,Destroy 30 Flashbangs before they detonate. ,False,null
PAYDAY 2,Hipster,Complete a day of any job in loud without ever aiming down the sights of your weapons. ,False,null
PAYDAY 2,I Will Succeed With Dignity,"In the Shadow Raid job, complete the heist without using any pre-planning favors on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Just Shut up and Take My Money!,"On day 1 of the Reservoir Dogs job, hit the cashier in the Garnet Group boutique with the Money Bundle melee weapon. ",False,null
PAYDAY 2,Golden Grin Anonymous,"Spend at least a $1,000,000,000 in the Offshore Payday. ",False,null
PAYDAY 2,Why?,"On the Counterfeit job, place a body bag on the grill. ",False,null
PAYDAY 2,Quick Draw,"In the Panic Room job, kill all gangsters within 60 seconds after masking up on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Federal Assurance,"In the First World Bank job, kill all Bulldozers in the vault within 30 seconds after jumping down the hole. ",False,null
PAYDAY 2,Silver Tongue,"On day 1 of the Reservoir Dogs job, convert the cashier in the Garnet Group boutique to fight for you. ",False,null
PAYDAY 2,I'm Sure No One Heard That,"On the Ukrainian Job, complete the heist in stealth after triggering the alarm with the metal detectors. ",False,null
PAYDAY 2,"Remember, No Russian","In the Boiling Point job, scan all 4 bodies without letting the mercenaries turn off the power or stop the scanner on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,The Safe Words are Police Brutality and Irony,Kill a Cloaker with the Telescopic Baton. ,False,null
PAYDAY 2,C-40,"In a single day of any job, place at least 40 trip mines. ",False,null
PAYDAY 2,"Damn it, Bile...","On day 2 of the Big Oil job, have Bile trigger the alarm. ",False,null
PAYDAY 2,Van Gogh to Hell,"In the Art Gallery job, throw a painting onto a toilet. ",False,null
PAYDAY 2,Draganborn,"In the Safe House, hit the punching bag in Dragan's gym for over 500 points in a single hit. ",False,null
PAYDAY 2,Masterpiece,"In the Art Gallery job, secure all paintings in stealth without killing any security guards. ",False,null
PAYDAY 2,Say Hello To My Halloween Friend!,"In the Cursed Kill Room job, Acquire all 7 ""Deadly Sins"" masks. ",False,null
PAYDAY 2,Faster! Faster! I can do it faster!,"In the Cursed Kill Room job, open at least 6 safes in a single run on the Very Hard difficulty or above. ",False,null
PAYDAY 2,Matrix With Lasers,"In the Big Bank job, open the vault by using the ""Beast"" drill and escape using the C4 Tunneling asset without killing any snipers on the Death Wish difficulty or above. ",False,null
PAYDAY 2,I Feel Like Robin Hood!,Complete the Undercover job with every crew member using only a bow without any modifications on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,A Junkyard Full Of Junkies,"On day 1 of the Big Oil job, kill all of the bikers within 1 minute of the heist starting. ",False,null
PAYDAY 2,Down Payment,"On the First World Bank job, kill the bank manager with the Money Bundle melee weapon. ",False,null
PAYDAY 2,Watch The Power Switch!,"On day 2 of the Hoxton Breakout job, don't let the cops turn off the power while Hoxton is in the server room on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Global Warming,Complete the Alaskan Deal job with all crew members using only Flamethrowers. ,False,null
PAYDAY 2,Virus,Play a heist together with a player who has this achievement on your crew. ,True,2020-12-28 17:48:52
PAYDAY 2,Snipe This!,Kill a Sniper with a melee weapon. ,False,null
PAYDAY 2,The Raid Gang,Complete the Safe House Raid and don't let the cops pick up any bags on the Death Wish difficulty or above. ,False,null
PAYDAY 2,One Man Army,Complete any job in loud on your own on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,WULULULULU--BZZZT!!!,Stop a charging Cloaker with either the Buzzer or Electrical Brass Knuckles melee weapons. ,False,null
PAYDAY 2,Expert Landing,"In the Birth of Sky job, have all players land on the roof of any building, car or other structure and together get 200 kills before ever touching the ground on the Death Wish difficulty or above. ",False,null
PAYDAY 2,Lieutenant Colonel,Convert 300 enemies to fight for you. ,False,null
PAYDAY 2,Drive By,Kill 10 enemies while in the passenger seat of a vehicle. ,False,null
PAYDAY 2,A Tazed of Your Own Medicine,Kill a Taser with either the Buzzer or Electrical Brass Knuckles melee weapons. ,False,null
PAYDAY 2,Donut Run,Complete the Breakin' Feds job on the Normal difficulty or above. ,False,null
PAYDAY 2,Cordial Infiltration,Complete the Breakin' Feds job on the Hard difficulty or above. ,False,null
PAYDAY 2,Breaking Protocol,Complete the Breakin' Feds job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Sticking it to the Commissioner,Complete the Breakin' Feds job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Don't Wake the Feds,Complete the Breakin' Feds job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Crimes and Misdemeanors,Complete the Breakin' Feds job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,The Fall of Solomon,Complete the Breakin' Feds job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Garrett's Foil,Complete the Breakin' Feds job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,A Moment of Silence,"In the Breakin' Feds job, don't alert or kill any guards until Commissioner Garrett used the toilet on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Stalker,"In the Breakin' Feds job, have Commissioner Garrett marked at all time after he left his office, until you have opened his safe. ",False,null
PAYDAY 2,Staple Relationship,"In the Breakin' Feds job, find, rescue and return the stapler to the small office. ",False,null
PAYDAY 2,Sand in Your Shoes,Complete the Henry's Rock job on the Normal difficulty or above. ,False,null
PAYDAY 2,Murkywater's Lost and Found Department,Complete the Henry's Rock job on the Hard difficulty or above. ,False,null
PAYDAY 2,Kicked a Tumbleweed,Complete the Henry's Rock job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Oasis of Bullets,Complete the Henry's Rock job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Prairie Heister,Complete the Henry's Rock job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Dust Devil Adventurer,Complete the Henry's Rock job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Not in Kansas Anymore,Complete the Henry's Rock job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Heisting on the Salt Flats,Complete the Henry's Rock job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,The Red Button,"In the Henry's Rock job, push the red button and escape. ",False,null
PAYDAY 2,Hidden Secrets,You found something really weird. ,False,null
PAYDAY 2,"Boom, Headshot!","In the Henry's Rock job, headshot all five test mannequins in the Weapons Lab using a Pistol and/or Akimbo Pistols within 3 seconds. ",False,null
PAYDAY 2,Trip to the Coast,"Complete the Shacklethorne Auction job on the Normal difficulty or above. Unlocks the ""Tuxedo"" outfit.",False,null
PAYDAY 2,Stomped on a Spider,Complete the Shacklethorne Auction job on the Hard difficulty or above. ,False,null
PAYDAY 2,Shipwreck Survivor,Complete the Shacklethorne Auction job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Salem's Lot,Complete the Shacklethorne Auction job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,"Hey, you guys!",Complete the Shacklethorne Auction job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Even Death May Die,Complete the Shacklethorne Auction job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Never Say Die,Complete the Shacklethorne Auction job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Going once...,Complete the Shacklethorne Auction job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,The Auction Cry,Complete the Shacklethorne Auction job in stealth within 5 minutes on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Press [F] to Pay Respects,Press [F] to pay respects. ,False,null
PAYDAY 2,Heavy Metal,"In the Shacklethorne Auction job, use the metal detectors to find a civilian that is carrying something heavy. Unlocks the ""Monkey Wrench"" melee weapon.",False,null
PAYDAY 2,Awaiting Trial,Complete the Hell's Island job on the Normal difficulty or above. ,False,null
PAYDAY 2,Misdemeanor,Complete the Hell's Island job on the Hard difficulty or above. ,False,null
PAYDAY 2,3rd Degree Felony,Complete the Hell's Island job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Laundry Duty,Complete the Hell's Island job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Too Many License Plates,Complete the Hell's Island job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Escape from Alcatraz,Complete the Hell's Island job on the Death Wish difficulty or above ,False,null
PAYDAY 2,Call from the Mayor,Complete the Hell's Island job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Last Meal,Complete the Hell's Island job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Prison Rules, Bitch!","In the Hell's Island job, kill 13 enemies with the Nova's Shank Melee on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Another Way Out,"In the Hell's Island job, Free all of the prisoners in Cell Block A before opening Bain's cell on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Beacon of... nope,"In the Hell's Island job, Shoot out the light on the lighthouse. ",False,null
PAYDAY 2,Just Some Medical Students,"Complete the No Mercy job on the Normal difficulty or above. Unlocks the ""Scrubs"" outfit.",False,null
PAYDAY 2,Interns on the Floor,Complete the No Mercy job on the Hard difficulty or above. ,False,null
PAYDAY 2,Becoming Residents,Complete the No Mercy job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,A General Practitioner of the Medical Art,Complete the No Mercy job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,A Couple of Fellows,Complete the No Mercy job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Attending the Ill and Sick,Complete the No Mercy job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Consulting the Chief Physician,Complete the No Mercy job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Filing for Malpractice,Complete the No Mercy job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,...or was it the blue one?,"In the No Mercy job, cut the correct wire opening the ICU door security system. ",False,null
PAYDAY 2,Keeping the Cool,Complete the No Mercy job on the hard difficulty or above without raising the alarm before reaching the ICU. ,False,null
PAYDAY 2,Nyctophobia,"Complete the No Mercy on the hard difficulty or above, getting the power back up within 5 seconds of it being shut down. ",False,null
PAYDAY 2,Strolling through the Rose Garden,Complete The White House job on the Normal difficulty or above. ,False,null
PAYDAY 2,Just Like John Adams,Complete The White House job on the Hard difficulty or above. ,False,null
PAYDAY 2,You Can't Vote Twice,Complete The White House job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Setting Your Sights On 1600 Penn,Complete The White House job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,A Hearing in Congress,Complete The White House job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Night at the Theater,Complete The White House job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Party Like it's 1812,Complete The White House job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Taking the Oval Office in Style,Complete The White House job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,A Heist to Remember,Find a fitting souvenir from The White House job and take it with you. ,False,null
PAYDAY 2,Big Brother,Complete The White House job in stealth and without destroying a single camera on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,President For a Day,Complete The White House job while wearing any presidential mask on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,A Good Haul,"In any Branch Bank job, secure loot bags for a value of at least $400.000. ",False,null
PAYDAY 2,Hostage Situation,"In the Diamond Store job, don't let any civilians escape, die or leave the Diamond store. Until all bags of loot from the diamond store are secured on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Self Checkout,"In the Mallcrasher job, complete the heist and escape within 3 minutes. ",False,null
PAYDAY 2,Attacked Helicopter,"In the Green Bridge job, kill the helicopter turret before the plane picks up the prisoner on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Hack This!,"In the Henry's Rock job, destroy the security turrets instead of shutting them down on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Let them Boogie,"Complete the Nightclub job, without setting off the alarm on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Settling a Scar,Complete the Scarface Mansion job within 15 minutes in loud on the OVERKILL difficulty and above. ,False,null
PAYDAY 2,Out Of Bounds,"On day 2 of the Watchdogs job, secure 12 bags without letting any law enforcer enter the warehouse on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,What's in the Box?,On the White Xmas job open 40 packages before escaping on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,The End,no description available,False,null
PAYDAY 2,A Stroll Across the Border,Complete the Border Crossing job on the Normal difficulty or above. ,False,null
PAYDAY 2,A Morning Like Any Other,Complete the Border Crossing job on the Hard difficulty or above. ,False,null
PAYDAY 2,Blood on the Sand,Complete the Border Crossing job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Like Walking in With a Guitar Case Full of Guns,Complete the Border Crossing job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Export Tax,Complete the Border Crossing job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Satan's Lapdog,Complete the Border Crossing job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Death in the Desert,Complete the Border Crossing job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Once Upon a Down in Mexico,Complete the Border Crossing job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Cooking in the Sun,Complete the Border Crystals job on the Normal difficulty or above. ,False,null
PAYDAY 2,Free Shipping and Handling,Complete the Border Crystals job on the Hard difficulty or above. ,False,null
PAYDAY 2,A Dish Best Served Hot,Complete the Border Crystals job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Kings and Queens of Crystal,Complete the Border Crystals job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,"If You Can't Stand The Heat, Get Out Of The Meth Lab",Complete the Border Crystals job on the Mayhem difficulty or above. ,False,null
